Mean,Median,StdDev,Variance,RMS,Max,Skewness,Kurtosis,FileName
-0.005775738,-0.001542804,0.025269484,0.000638547,0.025919646,0.08741,0.097543692,-0.164830295,1000_FGBSORFB
-0.005623478,-0.001399102,0.025280867,0.000639122,0.025897253,0.08950448,0.099301822,-0.168911979,1000_FGBSORFB
-0.005420024,-0.001260547,0.025345704,0.000642405,0.025917233,0.08703136,0.091516665,-0.192116433,1000_FGBSORFB
-0.005771731,-0.001679027,0.025324336,0.000641322,0.025972228,0.08604324,0.096910213,-0.180596288,1000_FGBSORFB
-0.005492645,-0.001223808,0.025234673,0.000636789,0.025824023,0.08811375,0.102618273,-0.169602974,1000_FGBSORFB
-0.005404182,-0.001408055,0.025330525,0.000641635,0.02589908,0.08961447,0.096262824,-0.190058043,1000_FGBSORFB
-0.005670323,-0.001545342,0.025275911,0.000638872,0.02590263,0.08555397,0.099825363,-0.16570973,1000_FGBSORFB
-0.005772065,-0.001526328,0.025295589,0.000639867,0.025944275,0.08642951,0.089451687,-0.194712027,1000_FGBSORFB
-0.006266324,-0.002113795,0.025291587,0.000639664,0.026054809,0.08589479,0.103644738,-0.152140213,1000_FGBSORFB
-0.00612634,-0.002002626,0.025301915,0.000640187,0.026031535,0.08584311,0.098183135,-0.160574309,1000_FGBSORFB
-0.006060968,-0.002099244,0.025310923,0.000640643,0.026024987,0.08345214,0.100478133,-0.171519969,1000_FGBSORFB
-0.006239131,-0.001838358,0.025288701,0.000639518,0.026045481,0.0849397,0.091248819,-0.202066712,1000_FGBSORFB
-0.006037233,-0.001727638,0.025366424,0.000643455,0.026073456,0.08592817,0.092792041,-0.200665583,1000_FGBSORFB
-0.005379286,-0.0011165,0.025401494,0.000645236,0.025963317,0.0870172,0.085501726,-0.198078819,1000_FGBSORFB
-0.005459452,-0.001158468,0.025333287,0.000641775,0.025913369,0.08937532,0.093612792,-0.194575094,1000_FGBSORFB
-0.005753214,-0.00177618,0.02531519,0.000640859,0.0259592,0.08482644,0.099522625,-0.206118438,1000_FGBSORFB
-0.005686439,-0.001295175,0.025273407,0.000638745,0.02590372,0.08696637,0.097829833,-0.203683098,1000_FGBSORFB
-0.005490958,-0.001154505,0.025324356,0.000641323,0.025911298,0.08845961,0.092872236,-0.188311563,1000_FGBSORFB
-0.005589009,-0.00149668,0.025423857,0.000646373,0.026029419,0.089564,0.100502758,-0.175563393,1000_FGBSORFB
-0.005905089,-0.001775748,0.025449773,0.000647691,0.026124355,0.08806639,0.096034869,-0.20658113,1000_FGBSORFB
-0.005721238,-0.001551464,0.025325225,0.000641367,0.02596192,0.08549886,0.100147804,-0.177680736,1000_FGBSORFB
-0.005970692,-0.001755549,0.02532884,0.00064155,0.026021548,0.08541728,0.10215763,-0.183111624,1000_FGBSORFB
-0.006231429,-0.002042151,0.025368907,0.000643581,0.026121515,0.08593123,0.109677928,-0.165301147,1000_FGBSORFB
-0.005963458,-0.001806478,0.025359589,0.000643109,0.026049819,0.09021892,0.099603192,-0.184506488,1000_FGBSORFB
-0.00561913,-0.001575936,0.02534637,0.000642438,0.025960252,0.0869428,0.11621646,-0.139235568,1000_FGBSORFB
-0.00582219,-0.001698744,0.02539274,0.000644791,0.026050152,0.08396311,0.113632719,-0.161201647,1000_FGBSORFB
-0.00571178,-0.001700825,0.025380171,0.000644153,0.026013436,0.08461829,0.104333782,-0.165954237,1000_FGBSORFB
-0.005508061,-0.001538633,0.025401493,0.000645236,0.025990302,0.08636442,0.11255061,-0.163763558,1000_FGBSORFB
-0.005886725,-0.001728509,0.025506012,0.000650557,0.026175002,0.08524201,0.097233813,-0.181928407,1000_FGBSORFB
-0.006064888,-0.001665926,0.02539591,0.000644952,0.02610855,0.0861195,0.096022708,-0.182264361,1000_FGBSORFB
-0.006156902,-0.002104174,0.025326444,0.000641429,0.026062577,0.08737417,0.111731917,-0.19548757,1000_FGBSORFB
-0.005974195,-0.00182635,0.025345218,0.00064238,0.026038292,0.08523573,0.104110219,-0.202966634,1000_FGBSORFB
-0.006142368,-0.002122841,0.025344011,0.000642319,0.026076218,0.08253622,0.094254476,-0.214157585,1000_FGBSORFB
-0.006068617,-0.001922229,0.025362499,0.000643256,0.026076924,0.08787659,0.101431923,-0.19064341,1000_FGBSORFB
-0.006065255,-0.001984364,0.025363815,0.000643323,0.026077421,0.08438819,0.106401224,-0.208836169,1000_FGBSORFB
-0.006377493,-0.002505363,0.025264665,0.000638303,0.026055667,0.08443443,0.118770866,-0.168322465,1000_FGBSORFB
-0.005866159,-0.002054091,0.025295651,0.00063987,0.025965432,0.08618876,0.107531855,-0.172677519,1000_FGBSORFB
-0.005695798,-0.001579019,0.025320835,0.000641145,0.025952043,0.08480474,0.09946028,-0.208382527,1000_FGBSORFB
-0.00576454,-0.001639789,0.025385514,0.000644424,0.026030282,0.08700928,0.114380705,-0.163399361,1000_FGBSORFB
-0.00545584,-0.001544333,0.025394675,0.00064489,0.02597262,0.0852977,0.10412568,-0.18791507,1000_FGBSORFB
-0.005954309,-0.001925112,0.025394578,0.000644885,0.026081788,0.08862048,0.113196284,-0.154411456,1000_FGBSORFB
-0.006007342,-0.00197403,0.025378725,0.00064408,0.02607852,0.08455789,0.107774764,-0.176977145,1000_FGBSORFB
-0.006308004,-0.002046986,0.025397832,0.00064505,0.026167958,0.08723616,0.095920597,-0.199559324,1000_FGBSORFB
-0.006694628,-0.002713468,0.025425147,0.000646438,0.026290249,0.08934482,0.112161639,-0.183288243,1000_FGBSORFB
-0.005889559,-0.001866046,0.025219186,0.000636007,0.025896267,0.08431569,0.103861033,-0.21134993,1000_FGBSORFB
-0.005578582,-0.001346498,0.02522851,0.000636478,0.02583642,0.08591907,0.08934615,-0.231572286,1000_FGBSORFB
-0.006045179,-0.001797921,0.025341452,0.000642189,0.026051007,0.08463467,0.099442821,-0.19834234,1000_FGBSORFB
-0.00590667,-0.00201256,0.025323681,0.000641289,0.02600191,0.08390512,0.104126502,-0.202906847,1000_FGBSORFB
-0.005574417,-0.001680118,0.025414612,0.000645902,0.026017259,0.08512183,0.10361741,-0.170755436,1000_FGBSORFB
-0.005753143,-0.00176826,0.025345955,0.000642417,0.025989184,0.08870789,0.103430217,-0.190411889,1000_FGBSORFB
-0.005632781,-0.00156086,0.025362246,0.000643244,0.025978707,0.08581416,0.088583994,-0.228173536,1000_FGBSORFB
-0.005792243,-0.001545118,0.025356488,0.000642951,0.026008135,0.08513471,0.084212254,-0.229132607,1000_FGBSORFB
-0.005028979,-0.001061464,0.025296774,0.000639927,0.025790294,0.08417895,0.089230129,-0.224922385,1000_FGBSORFB
-0.005717241,-0.001683986,0.025239281,0.000637021,0.025877218,0.08482425,0.08359523,-0.240626593,1000_FGBSORFB
-0.005427072,-0.001307748,0.025374527,0.000643867,0.02594689,0.08601063,0.096645777,-0.200285192,1000_FGBSORFB
-0.005796816,-0.001628246,0.025315901,0.000640895,0.025969592,0.08445405,0.094231323,-0.213395143,1000_FGBSORFB
-0.005597741,-0.001604854,0.025290578,0.000639613,0.025901157,0.08667499,0.095465569,-0.206449543,1000_FGBSORFB
-0.005684536,-0.001690867,0.025323983,0.000641304,0.025952645,0.08464464,0.088231568,-0.232769257,1000_FGBSORFB
-0.005300751,-0.001225104,0.025346152,0.000642427,0.02589299,0.08470601,0.100851604,-0.203350535,1000_FGBSORFB
-0.004923059,-0.000710479,0.025385735,0.000644436,0.025857173,0.0866617,0.087375939,-0.257317134,1000_FGBSORFB
-0.004825286,-0.000768451,0.025311289,0.000640661,0.025765607,0.08626707,0.09862467,-0.228668174,1000_FGBSORFB
-0.005333746,-0.000999324,0.025376532,0.000643968,0.025929493,0.08518195,0.079234738,-0.248359017,1000_FGBSORFB
-0.005415998,-0.001216458,0.025380583,0.000644174,0.025950499,0.0844644,0.088000028,-0.235463691,1000_FGBSORFB
-0.005796938,-0.001706165,0.025340991,0.000642166,0.025994075,0.08574454,0.088353759,-0.225647813,1000_FGBSORFB
-0.00503625,-0.000662728,0.025465417,0.000648487,0.02595712,0.0858307,0.081043811,-0.240642832,1000_FGBSORFB
-0.005304942,-0.00109916,0.025419778,0.000646165,0.025965913,0.08813488,0.087455195,-0.239328079,1000_FGBSORFB
-0.004798551,-0.000537828,0.025387284,0.000644514,0.025835278,0.08584913,0.090432676,-0.236892761,1000_FGBSORFB
-0.005483871,-0.001478939,0.025380942,0.000644192,0.0259651,0.08680877,0.084410487,-0.24956341,1000_FGBSORFB
-0.005581772,-0.001279597,0.025425552,0.000646459,0.026029521,0.08563612,0.095691935,-0.195120805,1000_FGBSORFB
-0.005531236,-0.001347231,0.0254852,0.000649495,0.026077015,0.08848771,0.074589122,-0.267879586,1000_FGBSORFB
-0.00536765,-0.001279421,0.025423117,0.000646335,0.025982064,0.08442955,0.079505158,-0.244206066,1000_FGBSORFB
-0.005364614,-0.001442708,0.025416723,0.00064601,0.025975181,0.09095925,0.093466941,-0.213947398,1000_FGBSORFB
-0.005739537,-0.001402304,0.025474136,0.000648932,0.026111198,0.08468406,0.070326709,-0.268841245,1000_FGBSORFB
-0.006165472,-0.001869916,0.025532507,0.000651909,0.026264851,0.09133924,0.088571669,-0.235353693,1000_FGBSORFB
-0.006653352,-0.002648815,0.025439875,0.000647187,0.026294017,0.0850407,0.099679949,-0.234281671,1000_FGBSORFB
-0.00693841,-0.002737628,0.025423902,0.000646375,0.02635218,0.08660081,0.097565337,-0.205728411,1000_FGBSORFB
-0.006125001,-0.001858169,0.025553169,0.000652964,0.026275471,0.0871177,0.103012807,-0.193295896,1000_FGBSORFB
-0.006258717,-0.002060646,0.025464146,0.000648423,0.02622051,0.08803491,0.084126008,-0.221909219,1000_FGBSORFB
-0.006730877,-0.002709179,0.025400281,0.000645174,0.026275468,0.08688661,0.10651585,-0.195856975,1000_FGBSORFB
-0.00629396,-0.002002053,0.025508329,0.000650675,0.026271836,0.08672816,0.100807504,-0.201004087,1000_FGBSORFB
-0.006092849,-0.001855384,0.025521297,0.000651337,0.026236995,0.09296058,0.099993052,-0.193214645,1000_FGBSORFB
-0.005936241,-0.001771214,0.025388713,0.000644587,0.026071959,0.08750122,0.086161249,-0.250526909,1000_FGBSORFB
-0.005761615,-0.001599438,0.025364841,0.000643375,0.026009476,0.08546139,0.086417033,-0.237336261,1000_FGBSORFB
-0.005850723,-0.001889429,0.025504953,0.000650503,0.026165897,0.08392683,0.080394416,-0.272194082,1000_FGBSORFB
-0.005851411,-0.001722758,0.025499697,0.000650235,0.026160929,0.08615974,0.09475198,-0.201426528,1000_FGBSORFB
-0.00565883,-0.001332386,0.025431048,0.000646738,0.026051519,0.08512338,0.093751129,-0.212206458,1000_FGBSORFB
-0.005970531,-0.001859426,0.02543349,0.000646862,0.026123374,0.08654728,0.100976142,-0.18899386,1000_FGBSORFB
-0.006051984,-0.00163074,0.025534294,0.000652,0.026240181,0.08469624,0.07319556,-0.265881759,1000_FGBSORFB
-0.006067367,-0.001767762,0.02551952,0.000651246,0.026229361,0.08601836,0.085216514,-0.235580252,1000_FGBSORFB
-0.006085608,-0.002045849,0.025468878,0.000648664,0.026184331,0.08897601,0.084441704,-0.231703324,1000_FGBSORFB
-0.006163361,-0.001794433,0.025501502,0.000650327,0.026234219,0.08339091,0.075591656,-0.26733962,1000_FGBSORFB
-0.006367197,-0.001848774,0.02555991,0.000653309,0.026339523,0.08429769,0.075325976,-0.259048387,1000_FGBSORFB
-0.006070193,-0.001877312,0.025611241,0.000655936,0.026319248,0.08495957,0.083726497,-0.230021763,1000_FGBSORFB
-0.00552261,-0.001338108,0.025469723,0.000648707,0.026060062,0.08783378,0.090539213,-0.235198288,1000_FGBSORFB
-0.005680497,-0.001378317,0.02550744,0.00065063,0.026130789,0.08801831,0.082492142,-0.232562633,1000_FGBSORFB
-0.005930717,-0.001501636,0.025546696,0.000652634,0.026224557,0.08929554,0.080930758,-0.234602856,1000_FGBSORFB
-0.00647309,-0.002146753,0.025448515,0.000647627,0.026257356,0.0831496,0.067738929,-0.279482348,1000_FGBSORFB
-0.005560105,0.01338481,0.083343789,0.006946187,0.083523973,0.399177,0.52837841,1.735003768,1000_GGBSGB
-0.005164227,0.01342989,0.082993435,0.00688791,0.083148895,0.3899338,0.52242684,1.700959474,1000_GGBSGB
-0.00524251,0.01286444,0.083173826,0.006917885,0.083333816,0.3932613,0.53889766,1.808902779,1000_GGBSGB
-0.005155974,0.013397095,0.082938976,0.006878874,0.083094032,0.3979173,0.521658243,1.703941825,1000_GGBSGB
-0.00525049,0.01394173,0.082957123,0.006881884,0.08311806,0.3974274,0.505466157,1.633887119,1000_GGBSGB
-0.00519137,0.01367045,0.082950176,0.006880732,0.083107413,0.3970603,0.497866572,1.600898549,1000_GGBSGB
-0.005654373,0.01265467,0.083322425,0.006942626,0.083508987,0.3956029,0.519667142,1.695995839,1000_GGBSGB
-0.00593074,0.01235042,0.082793617,0.006854783,0.083000723,0.4007097,0.495549494,1.603970581,1000_GGBSGB
-0.005802441,0.012856285,0.083124407,0.006909667,0.083321617,0.3958764,0.51039195,1.718496086,1000_GGBSGB
-0.005541219,0.01307215,0.083019857,0.006892297,0.083199522,0.3888209,0.494789099,1.606477483,1000_GGBSGB
-0.005023002,0.014154695,0.082856378,0.006865179,0.083003445,0.3860023,0.490869123,1.573589942,1000_GGBSGB
-0.005834629,0.01374042,0.082890084,0.006870766,0.083090133,0.3905615,0.515233448,1.717008605,1000_GGBSGB
-0.00571657,0.012730725,0.082500764,0.006806376,0.082693557,0.3812374,0.495721453,1.581911686,1000_GGBSGB
-0.005909112,0.01419306,0.083096495,0.006905028,0.083301274,0.3901653,0.51002291,1.714711141,1000_GGBSGB
-0.005668755,0.01323076,0.083345393,0.006946455,0.083532876,0.3882726,0.506999846,1.652793078,1000_GGBSGB
-0.006179051,0.011664135,0.08314449,0.006913006,0.083368718,0.3987708,0.518427378,1.683917798,1000_GGBSGB
-0.005578444,0.01329546,0.083030936,0.006894136,0.083213063,0.3962538,0.512118359,1.664072563,1000_GGBSGB
-0.004957723,0.013930545,0.082930683,0.006877498,0.083073688,0.3874734,0.495239475,1.620027761,1000_GGBSGB
-0.004920601,0.013604165,0.083274403,0.006934626,0.083414579,0.3882028,0.523040705,1.712293322,1000_GGBSGB
-0.005232886,0.013194755,0.082916474,0.006875142,0.083076383,0.3937571,0.49720522,1.626551869,1000_GGBSGB
-0.005147938,0.01362912,0.082967961,0.006883683,0.083122461,0.3711855,0.490502529,1.472646412,1000_GGBSGB
-0.005514714,0.01293521,0.083105096,0.006906457,0.083282808,0.386245,0.497313083,1.594440071,1000_GGBSGB
-0.005275403,0.013679115,0.082809033,0.006857336,0.082971856,0.38857,0.509736535,1.665310174,1000_GGBSGB
-0.005769441,0.013385465,0.083072824,0.006901094,0.083267869,0.3935176,0.504546044,1.667913569,1000_GGBSGB
-0.006229573,0.012254165,0.082994498,0.006888087,0.083222914,0.396942,0.502020547,1.617880073,1000_GGBSGB
-0.006069967,0.012733195,0.082696489,0.006838709,0.082913925,0.3956463,0.481524536,1.474970278,1000_GGBSGB
-0.006328747,0.012317525,0.083030006,0.006893982,0.0832658,0.395115,0.50986904,1.658721172,1000_GGBSGB
-0.006163364,0.012194575,0.082797012,0.006855345,0.083021055,0.3916337,0.508991488,1.637019883,1000_GGBSGB
-0.005711227,0.01324549,0.083068698,0.006900409,0.08325974,0.3890406,0.49750748,1.575895953,1000_GGBSGB
-0.005449089,0.012775385,0.08297804,0.006885355,0.083151712,0.3968742,0.485322203,1.518521417,1000_GGBSGB
-0.005456559,0.014021695,0.083293342,0.006937781,0.083466807,0.3924269,0.521142843,1.711096841,1000_GGBSGB
-0.005569715,0.013188335,0.082811771,0.006857789,0.082993819,0.3983655,0.511165412,1.653317754,1000_GGBSGB
-0.005753961,0.01336431,0.082649625,0.00683096,0.082844642,0.388071,0.513243001,1.691107126,1000_GGBSGB
-0.004968773,0.012740445,0.08252458,0.006810306,0.082669,0.3867659,0.484727182,1.508561859,1000_GGBSGB
-0.005244255,0.01354932,0.083147008,0.006913425,0.083307162,0.394787,0.508449528,1.632259344,1000_GGBSGB
-0.005411375,0.01306865,0.082972627,0.006884457,0.083143848,0.3946991,0.495814703,1.568078906,1000_GGBSGB
-0.005509768,0.013054115,0.082686744,0.006837098,0.082865074,0.3947251,0.487807599,1.554888634,1000_GGBSGB
-0.005551383,0.013178545,0.082744887,0.006846716,0.082925861,0.3876948,0.518495684,1.734091688,1000_GGBSGB
-0.005814459,0.01264352,0.082826525,0.006860233,0.08302532,0.3827651,0.50663105,1.672902474,1000_GGBSGB
-0.005764789,0.013020355,0.082935916,0.006878366,0.083130977,0.3860676,0.497245003,1.594242197,1000_GGBSGB
-0.005271463,0.0130767,0.082347416,0.006781097,0.082510953,0.3851669,0.496931992,1.631612094,1000_GGBSGB
-0.006009864,0.01245982,0.082964302,0.006883075,0.083176641,0.3957349,0.508827587,1.621177775,1000_GGBSGB
-0.005859092,0.01294278,0.082627058,0.006827231,0.082829501,0.3872353,0.50406984,1.625922079,1000_GGBSGB
-0.005966171,0.0123902,0.082939092,0.006878893,0.083148352,0.3950987,0.500494458,1.58233727,1000_GGBSGB
-0.00560158,0.01227185,0.082459002,0.006799487,0.082644024,0.387352,0.485206549,1.513413764,1000_GGBSGB
-0.006126513,0.012462635,0.083530763,0.006977388,0.083750049,0.3951577,0.513007394,1.648531749,1000_GGBSGB
-0.005638919,0.01323992,0.083143947,0.006912916,0.083329884,0.3922857,0.501227077,1.610692577,1000_GGBSGB
-0.004987046,0.01416469,0.082857907,0.006865433,0.083002803,0.3962052,0.523485828,1.802824643,1000_GGBSGB
-0.005589213,0.01336795,0.082960541,0.006882451,0.083143554,0.3851174,0.514693966,1.69926123,1000_GGBSGB
-0.005378711,0.012192705,0.082487481,0.006804185,0.082657634,0.3813697,0.489036623,1.548359352,1000_GGBSGB
-0.005600124,0.01252856,0.081544858,0.006649564,0.081731962,0.3975831,0.522502505,1.73936258,1000_GGBSGB
-0.006061477,0.010984315,0.082318438,0.006776325,0.082536292,0.3792303,0.49911891,1.638780468,1000_GGBSGB
-0.005001366,0.01353601,0.082056997,0.006733351,0.082204273,0.3901553,0.481596755,1.603174598,1000_GGBSGB
-0.005658895,0.01429794,0.083111259,0.006907481,0.083298627,0.3923602,0.496698162,1.675683421,1000_GGBSGB
-0.005906469,0.012858965,0.083079875,0.006902266,0.083284509,0.3829006,0.507432702,1.691444292,1000_GGBSGB
-0.006093917,0.011713335,0.082657504,0.006832263,0.082876805,0.3878208,0.488952021,1.572190227,1000_GGBSGB
-0.006041005,0.013142545,0.082780121,0.006852548,0.082995215,0.3800015,0.479860112,1.536083326,1000_GGBSGB
-0.005651401,0.011824625,0.082830664,0.006860919,0.083018189,0.3829055,0.50393418,1.625483659,1000_GGBSGB
-0.006102239,0.0116504,0.083004492,0.006889746,0.083223446,0.3862243,0.493262623,1.563680055,1000_GGBSGB
-0.00598301,0.01187577,0.083024554,0.006893077,0.083234798,0.3866862,0.493084598,1.557449362,1000_GGBSGB
-0.005076661,0.013448775,0.083286584,0.006936655,0.083436088,0.3966182,0.489936537,1.574886551,1000_GGBSGB
-0.005511078,0.013379545,0.082926621,0.006876824,0.083104494,0.3821177,0.499540062,1.620918588,1000_GGBSGB
-0.005998635,0.012259705,0.082933963,0.006878042,0.083145573,0.3793214,0.499107408,1.588898945,1000_GGBSGB
-0.006614039,0.011316505,0.082592079,0.006821452,0.08285146,0.3788477,0.477829094,1.442015362,1000_GGBSGB
-0.006318346,0.01270629,0.083080511,0.006902371,0.083315366,0.3997749,0.510594007,1.698535098,1000_GGBSGB
-0.0060091,0.01170657,0.082861096,0.006865961,0.083073656,0.38986,0.499994036,1.594818031,1000_GGBSGB
-0.006161994,0.01173257,0.083185294,0.006919793,0.083408145,0.3916425,0.504539977,1.628728966,1000_GGBSGB
-0.005955913,0.01134863,0.082606989,0.006823915,0.08281639,0.389087,0.479906398,1.487600989,1000_GGBSGB
-0.006166329,0.01225293,0.083093388,0.006904511,0.083316817,0.3866471,0.523807667,1.738177943,1000_GGBSGB
-0.005660689,0.01261851,0.082733288,0.006844797,0.082921678,0.382961,0.485221844,1.531315115,1000_GGBSGB
-0.005411892,0.012383505,0.082422467,0.006793463,0.082594929,0.4014856,0.473328646,1.467591682,1000_GGBSGB
-0.005440585,0.01391225,0.083190074,0.006920588,0.083362723,0.3911998,0.510093152,1.679809888,1000_GGBSGB
-0.005433348,0.01290729,0.082505844,0.006807214,0.08267953,0.3819196,0.492870632,1.553876176,1000_GGBSGB
-0.00581845,0.012322685,0.08272638,0.006843654,0.082925707,0.3906946,0.499168134,1.615520863,1000_GGBSGB
-0.005664805,0.01199486,0.083158385,0.006915317,0.083346043,0.395961,0.507913968,1.612800499,1000_GGBSGB
-0.006276432,0.01249617,0.083235106,0.006928083,0.083466346,0.3901711,0.517835673,1.64958446,1000_GGBSGB
-0.006122663,0.011272795,0.082598222,0.006822466,0.082819807,0.384578,0.489859406,1.516151967,1000_GGBSGB
-0.006469588,0.0117043,0.082916644,0.00687517,0.083163611,0.3914634,0.502417852,1.62160314,1000_GGBSGB
-0.006710564,0.011726885,0.082659595,0.006832609,0.082926512,0.3920851,0.493010348,1.596346941,1000_GGBSGB
-0.006896547,0.01060053,0.082994815,0.006888139,0.083275812,0.393434,0.504698974,1.614408757,1000_GGBSGB
-0.006445838,0.01147548,0.082707634,0.006840553,0.0829534,0.3807085,0.483505297,1.516922721,1000_GGBSGB
-0.006422207,0.01132025,0.08259514,0.006821957,0.082839418,0.3879677,0.499644453,1.697068218,1000_GGBSGB
-0.006006286,0.01090527,0.082149861,0.0067486,0.082364139,0.3880076,0.478584201,1.56265028,1000_GGBSGB
-0.006007604,0.012420675,0.082636554,0.0068288,0.082849609,0.3884588,0.482782466,1.548728508,1000_GGBSGB
-0.005749681,0.012415865,0.082835743,0.00686176,0.083030004,0.3942692,0.494837345,1.605076373,1000_GGBSGB
-0.006131347,0.011986645,0.082633342,0.006828269,0.082855471,0.3895275,0.483290751,1.531772616,1000_GGBSGB
-0.006522601,0.010828245,0.082535486,0.006812107,0.082787797,0.3840798,0.480597256,1.536352616,1000_GGBSGB
-0.006106736,0.01145514,0.082481804,0.006803248,0.082702537,0.3965314,0.487152562,1.525175506,1000_GGBSGB
-0.005819295,0.01269395,0.082444662,0.006797122,0.082644763,0.3914166,0.488761708,1.55666817,1000_GGBSGB
-0.005800395,0.01237442,0.082847765,0.006863752,0.083045523,0.3906712,0.492300858,1.56034214,1000_GGBSGB
-0.005911882,0.01251091,0.082897549,0.006872004,0.083103039,0.3913412,0.48362546,1.512373434,1000_GGBSGB
-0.005897675,0.01216575,0.082529194,0.006811068,0.08273463,0.3890111,0.491518831,1.592403916,1000_GGBSGB
-0.005297316,0.012416945,0.082626591,0.006827154,0.082791194,0.3897702,0.488631609,1.540754592,1000_GGBSGB
-0.005340314,0.012672145,0.082700272,0.006839335,0.082867479,0.3857551,0.486972392,1.570589753,1000_GGBSGB
-0.004750152,0.01280686,0.082688489,0.006837386,0.082819777,0.3798273,0.496370206,1.600711266,1000_GGBSGB
-0.005103455,0.01335225,0.082675758,0.006835281,0.082828086,0.3869084,0.510214881,1.664794952,1000_GGBSGB
-0.005736511,0.012349815,0.082767534,0.006850465,0.082961051,0.3901718,0.506518601,1.69473987,1000_GGBSGB
-0.00587179,0.01285227,0.082491832,0.006804902,0.082695524,0.3811278,0.511134214,1.655618737,1000_GGBSGB
-0.005828548,0.0120198,0.08287573,0.006868387,0.083075389,0.3977477,0.509870535,1.583721432,1000_GGBSGB
-0.00633279,0.01182463,0.082683958,0.006836637,0.082921086,0.3941431,0.492702282,1.523765984,1000_GGBSGB
-0.005994606,-0.00174593,0.025689868,0.000659969,0.026378477,0.08478594,0.044953688,-0.308734813,500_FGBSBOTHFB
-0.006220728,-0.001819979,0.025691284,0.000660042,0.026432158,0.08220448,0.031011844,-0.310785363,500_FGBSBOTHFB
-0.006216286,-0.001828351,0.025728297,0.000661945,0.026467087,0.08588209,0.044351156,-0.292460138,500_FGBSBOTHFB
-0.00644297,-0.001973197,0.025630711,0.000656933,0.026426597,0.08422361,0.028125644,-0.326153372,500_FGBSBOTHFB
-0.005941711,-0.001584994,0.025672158,0.00065906,0.026349253,0.08452345,0.03975847,-0.31783762,500_FGBSBOTHFB
-0.006124168,-0.001731965,0.025686248,0.000659783,0.026404701,0.0830726,0.024662487,-0.318554707,500_FGBSBOTHFB
-0.006741766,-0.002306198,0.025618516,0.000656308,0.026489236,0.07965457,0.029643676,-0.327065547,500_FGBSBOTHFB
-0.006135872,-0.001648707,0.025619822,0.000656375,0.026342819,0.08278857,0.019678337,-0.336383303,500_FGBSBOTHFB
-0.005907986,-0.001469648,0.025612934,0.000656022,0.026283961,0.08475815,0.029468424,-0.306332874,500_FGBSBOTHFB
-0.005494764,-0.000977652,0.025583133,0.000654497,0.026165038,0.08509,0.022772906,-0.306809567,500_FGBSBOTHFB
-0.005664799,-0.001278258,0.025561058,0.000653368,0.026179722,0.08039161,0.027801602,-0.327389873,500_FGBSBOTHFB
-0.005735491,-0.001243267,0.02551738,0.000651137,0.026152496,0.08507606,0.026062541,-0.328153324,500_FGBSBOTHFB
-0.005482721,-0.000927997,0.025580075,0.00065434,0.026159522,0.08500212,0.030450864,-0.310464275,500_FGBSBOTHFB
-0.005894497,-0.001371106,0.025565632,0.000653602,0.02623484,0.08462094,0.019841161,-0.346138583,500_FGBSBOTHFB
-0.005812453,-0.00142075,0.025585393,0.000654612,0.026235797,0.08309436,0.024483302,-0.318858226,500_FGBSBOTHFB
-0.005971278,-0.00167262,0.025603568,0.000655543,0.026289139,0.08395846,0.022272159,-0.307879885,500_FGBSBOTHFB
-0.005769433,-0.001384827,0.025414744,0.000645909,0.026059868,0.08402525,0.03078246,-0.300621684,500_FGBSBOTHFB
-0.00538835,-0.001082667,0.025480676,0.000649265,0.026042656,0.0836864,0.030016585,-0.32971358,500_FGBSBOTHFB
-0.005250655,-0.000877992,0.025506756,0.000650595,0.026040056,0.08214793,0.023930107,-0.344541326,500_FGBSBOTHFB
-0.005344551,-0.000990023,0.025526054,0.000651579,0.026078039,0.08172437,0.028424222,-0.33324732,500_FGBSBOTHFB
-0.006012144,-0.001529071,0.025604542,0.000655593,0.0262994,0.08528456,0.032785408,-0.312862026,500_FGBSBOTHFB
-0.006092226,-0.001701114,0.02550981,0.00065075,0.026225678,0.0797588,0.031217037,-0.318950527,500_FGBSBOTHFB
-0.0059058,-0.001428357,0.025755159,0.000663328,0.026422069,0.08305049,0.042755495,-0.294203097,500_FGBSBOTHFB
-0.005577476,-0.00115233,0.02559977,0.000655348,0.026198787,0.08300554,0.033027687,-0.305688751,500_FGBSBOTHFB
-0.006041677,-0.001655286,0.025636926,0.000657252,0.026337684,0.08535875,0.036791,-0.291378487,500_FGBSBOTHFB
-0.00607647,-0.001799223,0.025719623,0.000661499,0.026426157,0.0847016,0.040377186,-0.277412074,500_FGBSBOTHFB
-0.006081028,-0.001816023,0.025653514,0.000658103,0.026362878,0.08398975,0.034480958,-0.298390792,500_FGBSBOTHFB
-0.005956858,-0.00156173,0.025625941,0.000656689,0.026307657,0.08392374,0.038258363,-0.303196138,500_FGBSBOTHFB
-0.005954234,-0.001536861,0.025645698,0.000657702,0.026326307,0.08377402,0.030417511,-0.32421008,500_FGBSBOTHFB
-0.005759996,-0.001260835,0.025713479,0.000661183,0.026349191,0.08325195,0.028616654,-0.314689163,500_FGBSBOTHFB
-0.005383301,-0.000984774,0.025662032,0.00065854,0.026219066,0.08596816,0.021200292,-0.324616205,500_FGBSBOTHFB
-0.005290266,-0.000839378,0.025595428,0.000655126,0.026134898,0.08519249,0.02761439,-0.323939868,500_FGBSBOTHFB
